txn_id,upi_ref,sender_vpa,sender_id,recv_vpa,recv_id,amount_inr,timestamp,sender_state,recv_state,sender_bank,recv_bank,is_fraud,layer
b748b26e-36a8-47,UPI0001001014,cd81twhw@okaxis,215eaeac-210,kns832ej@axl,1d7f27e2-928,22412,2024-03-16T04:34:17,Kerala,West Bengal,BOB,BOB,0,clean
bd6d543b-dc8d-49,UPI0001003656,8qoagsus@upi,701c0d10-59a,5a5piskf@oksbi,2c0c791b-29d,84708,2024-03-18T08:50:10,Kerala,Telangana,SBI,ICICI,0,clean
8d018c03-d402-4f,UPI0001003783,s8q349dx@ybl,f92d00fe-76e,9tr74qge@oksbi,2dc01c43-46d,97816,2024-03-16T17:23:35,Telangana,Telangana,HDFC,PNB,0,clean
614760bf-3e41-45,UPI0001002604,vaj2k8xp@apl,90f01618-4ff,hyexf7jx@paytm,855c736c-1a1,196359,2024-03-15T16:23:23,Karnataka,Telangana,BOB,SBI,0,clean
bca0c78c-3885-42,UPI0001003171,nfnvuprt@oksbi,1afaa772-d85,x2toowt9@apl,e738b31f-0c3,165813,2024-03-17T00:55:58,Karnataka,Kerala,Kotak,SBI,0,clean
494e008b-25d0-40,UPI0001003348,almjegqt@apl,5a7a5884-b49,o57p6bkl@ibl,a0f35ea4-53a,189017,2024-03-17T10:09:22,Tamil Nadu,Tamil Nadu,SBI,Kotak,0,clean
f551d9da-0524-4a,UPI0001002001,x9l8lpqw@paytm,879bbcd2-e77,239moft6@axl,0f7c79b6-edf,62613,2024-03-15T22:25:04,Kerala,Karnataka,Kotak,ICICI,0,clean
dfda87a8-59ee-46,UPI0001004324,c1l7dypm@upi,cee17028-635,9t199dxj@ybl,95e891ca-aea,1205,2024-03-15T16:48:00,Karnataka,West Bengal,ICICI,BOB,0,clean
baa4f674-96b0-4f,UPI0001001953,ac6pe63l@ybl,fe6486c9-5e6,mxb9yo18@apl,59117312-cf3,89052,2024-03-17T04:12:25,Tamil Nadu,Gujarat,Axis,SBI,0,clean
102467aa-91ea-4a,UPI0001001053,t9t11php@okaxis,cdc97255-ace,c01arxab@apl,a094d57c-0e5,191370,2024-03-16T08:55:57,West Bengal,Tamil Nadu,ICICI,ICICI,0,clean
b94db9c8-a04f-44,UPI0001001044,uuxk0are@ibl,7992b6ba-0fd,3o0llj8y@axl,1c00950a-235,92411,2024-03-17T21:56:58,Telangana,Maharashtra,BOB,SBI,0,clean
4d9794c0-48e8-47,UPI0001002816,wsozctwj@paytm,06c76465-950,pd2tsxtv@upi,30954f8d-335,86209,2024-03-15T20:10:19,Maharashtra,Gujarat,SBI,ICICI,0,clean
54dd3ef1-bf4c-43,UPI0001001503,tjlmz04x@okaxis,2bd5d145-db0,60plozjc@upi,d72284a1-243,69848,2024-03-15T22:01:22,Kerala,West Bengal,Axis,SBI,0,clean
215662f2-2e95-47,UPI0001002905,d8wj0uun@apl,5a53f848-ec8,t0mq8abk@ybl,9638e7a0-a3a,53024,2024-03-17T13:40:52,Maharashtra,West Bengal,ICICI,Kotak,0,clean
29846dce-847a-4e,UPI0001000764,uswbkok3@axl,7f90cc04-8a6,4ivsolml@oksbi,3f8344dd-51d,99211,2024-03-17T17:13:53,Tamil Nadu,Telangana,HDFC,SBI,0,clean
434ac7db-a027-49,UPI0001003871,hv1xg1r1@axl,3f7eef17-fe8,x2toowt9@apl,e738b31f-0c3,36616,2024-03-16T15:02:28,Maharashtra,Kerala,PNB,SBI,0,clean
75bf6253-2eee-4f,UPI0001003135,uuxk0are@ibl,7992b6ba-0fd,aiy4va13@ybl,143b620b-637,120917,2024-03-16T07:43:52,Telangana,Maharashtra,BOB,BOB,0,clean
daad17c2-1c48-45,UPI0001003720,x4sn6sm5@axl,b28fc016-34a,9ku8s63e@apl,c9b6fdb8-698,5736,2024-03-16T01:37:36,Kerala,Maharashtra,BOB,SBI,0,clean
7e17d70f-44ba-4a,UPI0001001814,il8sa3id@upi,0ff28a1c-817,kjxjq5nv@axl,e4a54308-6a3,10950,2024-03-17T07:11:50,Gujarat,Gujarat,SBI,Axis,0,clean
35851da6-6cea-43,UPI0001004353,oieves6f@oksbi,4c26e044-3e8,rw6tm2o0@icici,7b3b2f4a-e30,178472,2024-03-16T04:28:40,West Bengal,Karnataka,ICICI,ICICI,0,clean
eac0f951-5eaa-47,UPI0001003788,9xn4m41k@okaxis,cc2c3f3e-4c7,1zxyvgiu@okaxis,855b24d8-016,151058,2024-03-17T14:43:11,Gujarat,Gujarat,HDFC,ICICI,0,clean
9b4cdb05-35fc-43,UPI0001001098,0q0mftg6@ybl,1c02f161-954,gm25len6@axl,0b265512-1b8,52174,2024-03-15T17:21:31,Gujarat,Gujarat,Kotak,Axis,0,clean
99f84b4e-4b90-42,UPI0001004143,ac6pe63l@ybl,fe6486c9-5e6,eh5sw229@upi,988a62ef-895,173119,2024-03-17T12:03:23,Tamil Nadu,Telangana,Axis,Axis,0,clean
ff21caee-04b5-4c,UPI0001001076,sehe2atn@icici,d6c059ff-a09,z09wftbg@upi,69681540-b97,96153,2024-03-16T01:27:13,Maharashtra,Kerala,HDFC,Kotak,0,clean
823d63ff-0f98-4c,UPI0001002908,bjlzy1uu@upi,382cfba4-cfb,e9vifttd@ibl,afcf7781-db7,138024,2024-03-16T17:23:08,Telangana,Telangana,Kotak,Axis,0,clean
b1c5ddbb-5b32-4f,UPI0001001932,c7d2kd1p@apl,044bb7dc-666,gspk9p38@axl,b85df010-58f,103080,2024-03-17T10:39:18,West Bengal,West Bengal,BOB,ICICI,0,clean
b150d72b-9bd2-48,UPI0001001687,z2sf6f7l@apl,f4ac893c-cd3,ppsfnkom@ybl,ac7006a0-31d,85823,2024-03-18T00:16:37,Karnataka,Gujarat,Kotak,BOB,0,clean
f6006135-813f-48,UPI0001001918,1n0lh9p8@oksbi,3e215a9e-0c6,o57p6bkl@ibl,a0f35ea4-53a,174291,2024-03-16T14:34:40,Tamil Nadu,Tamil Nadu,PNB,Kotak,0,clean
cd2010de-ff09-40,UPI0001002260,rdihsa7h@oksbi,ecf41fd7-09b,sqt26q3x@upi,730141f1-80f,44682,2024-03-16T15:24:37,Karnataka,Kerala,ICICI,Kotak,0,clean
94b94e19-3e08-41,UPI0001001358,rflqbmae@apl,a2a8bd54-d6e,0q0mftg6@ybl,1c02f161-954,199021,2024-03-16T08:39:02,Karnataka,Gujarat,Kotak,Kotak,0,clean
d36cd667-c31a-4c,UPI0001003679,hwy9hecg@axl,4c9f3ceb-6e3,yv3lxchf@ybl,05438732-9d3,86335,2024-03-16T15:00:51,Telangana,Tamil Nadu,SBI,BOB,0,clean
63121b20-ce50-4f,UPI0001004538,a83ru7my@apl,88c32907-0d3,hv1xg1r1@axl,3f7eef17-fe8,45395,2024-03-16T16:00:43,Karnataka,Maharashtra,SBI,PNB,0,clean
759f9ab6-9800-49,UPI0001002606,9ku8s63e@apl,c9b6fdb8-698,79flv1xx@paytm,dff63398-c9e,114629,2024-03-15T16:03:44,Maharashtra,Kerala,SBI,PNB,0,clean
d5d1de73-c4ce-4c,UPI0001000305,sb4gf16y@ibl,b39346ac-8d2,0lthy25m@oksbi,3c04574b-b03,43749,2024-03-17T03:17:31,Telangana,Kerala,HDFC,ICICI,0,clean
ebc53e68-74c2-4b,UPI0001001569,z6us7rp4@ibl,a8bc7367-673,96khub2r@icici,8faab40b-0cf,21147,2024-03-17T06:29:40,Karnataka,Karnataka,Kotak,SBI,0,clean
e12a1036-b79a-49,UPI0001001522,rkmby9ip@ybl,f5ed200a-714,2g05kbkv@upi,95960706-af3,151885,2024-03-17T14:07:01,Maharashtra,Telangana,HDFC,ICICI,0,clean
14aaa235-fdb3-42,UPI0001002833,gyw6zbnz@axl,9552ed81-97b,bbk7w1da@paytm,4f51dace-926,12156,2024-03-16T20:18:35,Karnataka,Maharashtra,Kotak,Axis,0,clean
90969f28-b73f-43,UPI0001001846,a83ru7my@apl,88c32907-0d3,mxb9yo18@apl,59117312-cf3,69589,2024-03-17T17:53:23,Karnataka,Gujarat,SBI,SBI,0,clean
17e87721-d720-4a,UPI0001002838,gn1w1ht7@axl,61e9276c-1e5,iwg0odwm@axl,b06871d7-817,197267,2024-03-15T15:42:01,Tamil Nadu,Gujarat,PNB,PNB,0,clean
dadcc928-357c-46,UPI0001002671,1g1r1dww@apl,2645ceb7-5d8,iwg0odwm@axl,b06871d7-817,24635,2024-03-18T01:16:40,Karnataka,Gujarat,Axis,PNB,0,clean
e0d96d46-4013-49,UPI0001004359,k12v2tg5@apl,3903da2e-a66,e46aexl6@paytm,cb20a360-856,99046,2024-03-15T10:53:14,Telangana,Gujarat,Axis,PNB,0,clean
6f275c1e-0ad9-49,UPI0001001058,i7kq1uym@axl,bdef7217-228,sb4gf16y@ibl,b39346ac-8d2,3524,2024-03-16T05:31:39,West Bengal,Telangana,BOB,HDFC,0,clean
cf774463-0f01-49,UPI0001001472,td44k1j6@oksbi,e33499ff-738,au9dkbpv@upi,60186fb8-833,196486,2024-03-15T11:42:28,Maharashtra,Tamil Nadu,BOB,PNB,0,clean
105272bc-5451-4b,UPI0001004367,79flv1xx@paytm,dff63398-c9e,i04b7p47@ybl,a3267200-292,2600,2024-03-18T08:07:07,Kerala,Kerala,PNB,BOB,0,clean
df9aa440-b637-42,UPI0001001849,yeqahths@paytm,38d6e582-cd0,bngz6wmd@axl,de032811-f29,184639,2024-03-16T18:20:34,Maharashtra,Kerala,Kotak,PNB,0,clean
c40389bf-c8ec-44,UPI0001004718,8bfqnpce@upi,96c75168-b52,9t199dxj@ybl,95e891ca-aea,34788,2024-03-17T10:33:30,Telangana,West Bengal,Axis,BOB,0,clean
adfb03f3-03dd-4b,UPI0001002640,12ii826g@axl,2a541c5a-adb,7rb1s9dw@ibl,fdf65419-e86,57098,2024-03-17T02:05:46,Maharashtra,Tamil Nadu,Axis,PNB,0,clean
1ff6ddb9-2f6a-4e,UPI0001004145,j16dvtja@ybl,404bee3c-794,8bfqnpce@upi,96c75168-b52,66300,2024-03-16T23:41:39,Karnataka,Telangana,Kotak,Axis,0,clean
e8b19064-b8e1-45,UPI0001002512,sehe2atn@icici,d6c059ff-a09,ng2igsb9@oksbi,b7684321-a5d,118218,2024-03-17T16:41:39,Maharashtra,Telangana,HDFC,Kotak,0,clean
c00e4466-d6d2-45,UPI0001000258,9yecazrp@oksbi,388259e0-08a,uzpeal2w@upi,05950436-fc1,95657,2024-03-17T23:15:23,Maharashtra,Telangana,SBI,SBI,0,clean
f613e35f-40ee-46,UPI0001003360,dtm4vxjj@ibl,52136084-c7a,nbhnal3g@ybl,b9a38cd2-91b,178173,2024-03-18T10:10:11,Tamil Nadu,Telangana,ICICI,PNB,0,clean
7d91a51d-47ec-4b,UPI0001002004,rwzc4xl9@ibl,fa697d18-cd8,q1s05wnw@upi,8ed524ee-6d2,174809,2024-03-16T00:09:07,Kerala,Maharashtra,Kotak,PNB,0,clean
74284958-76c9-42,UPI0001001155,p3jpxgh3@axl,c8b30791-50e,mpkxvhag@paytm,0a090c2a-c48,44357,2024-03-16T05:19:06,Gujarat,Tamil Nadu,BOB,SBI,0,clean
5ecf4c31-1c98-4a,UPI0001004816,2lhgcsot@ibl,f3952d16-235,o57p6bkl@ibl,a0f35ea4-53a,144837,2024-03-15T14:41:05,Tamil Nadu,Tamil Nadu,ICICI,Kotak,0,clean
1eef4b2f-df51-46,UPI0001004504,xzamkygv@apl,32a05e88-18a,uu4ytn02@ibl,0dc94cab-d16,40570,2024-03-18T09:47:07,Telangana,Karnataka,BOB,Kotak,0,clean
5f71002e-5972-49,UPI0001002228,gm25len6@axl,0b265512-1b8,i04b7p47@ybl,a3267200-292,13867,2024-03-17T17:10:31,Gujarat,Kerala,Axis,BOB,0,clean
cd72f9de-46db-48,UPI0001000971,p767j2dg@paytm,291be5ac-6df,b7l8v1zo@ibl,60eb54ed-9d1,7852,2024-03-16T16:48:10,Maharashtra,Gujarat,Kotak,ICICI,0,clean
18951c31-e5f4-4e,UPI0001002311,cqse3tv1@oksbi,3efd782c-6ec,38diuovw@icici,83febe55-d55,12037,2024-03-17T00:30:08,Gujarat,Karnataka,Axis,Axis,0,clean
85d8d662-16c6-45,UPI0001001988,xlez896d@apl,1f77ec31-a37,qkojtpv6@upi,9097f736-c0b,170737,2024-03-16T17:14:19,Telangana,Tamil Nadu,Kotak,Kotak,0,clean
0b3dc04b-2622-4c,UPI0001004315,grf1hx6z@ibl,40f8aee9-d31,k2n7h9g1@ybl,917fb905-ca8,24047,2024-03-18T00:14:15,Telangana,Telangana,SBI,PNB,0,clean
73a0c2ea-fbad-4b,UPI0001001205,ezjsszwd@icici,4d45d924-039,fewvznvk@icici,93ff3503-d85,136768,2024-03-15T22:45:13,Telangana,Kerala,SBI,Kotak,0,clean
2b9fe19a-3493-4e,UPI0001004645,yxtxmgtt@okaxis,7c6e58d5-652,ge094d6r@axl,323f67af-ede,52397,2024-03-16T05:52:05,Tamil Nadu,West Bengal,BOB,HDFC,0,clean
2b050870-0202-47,UPI0001002702,o83rlkte@axl,d9bc569f-b59,k7y6qxds@oksbi,368e12fa-90b,130645,2024-03-16T17:27:25,Kerala,Telangana,BOB,BOB,0,clean
57f775f7-9c40-4e,UPI0001001456,3dd03uvu@upi,cf3db828-3cc,iwg0odwm@axl,b06871d7-817,137422,2024-03-17T11:51:36,Tamil Nadu,Gujarat,PNB,PNB,0,clean
6553a9c0-9157-49,UPI0001004083,hv1xg1r1@axl,3f7eef17-fe8,fuu5f07b@axl,d7955ac1-ec5,133851,2024-03-17T13:46:24,Maharashtra,Telangana,PNB,HDFC,0,clean
c11f5bd1-28e7-43,UPI0001004558,vkyrmjlj@paytm,170acc6e-133,a3kkrzd5@oksbi,e9b226cc-92f,169209,2024-03-17T12:24:41,Gujarat,Maharashtra,HDFC,ICICI,0,clean
5a1cf0a7-dda0-43,UPI0001000477,78imoe0s@okaxis,0248c411-18c,so8w5038@okaxis,0a9225e3-208,100154,2024-03-17T07:23:40,Tamil Nadu,Karnataka,Axis,Axis,0,clean
11eb3f2a-44a9-48,UPI0001004579,8n7odkef@apl,91e08ce9-3ec,uuxk0are@ibl,7992b6ba-0fd,13975,2024-03-16T00:18:09,Maharashtra,Telangana,BOB,BOB,0,clean
158556f9-a9f7-4a,UPI0001002525,cqse3tv1@oksbi,3efd782c-6ec,tjlmz04x@okaxis,2bd5d145-db0,167288,2024-03-15T22:03:09,Gujarat,Kerala,Axis,Axis,0,clean
8741a5e8-e35e-44,UPI0001004197,rlf8a9ke@axl,0a10972f-813,2jwoclyt@upi,92c5bab8-7ba,143385,2024-03-17T14:13:46,Kerala,Telangana,PNB,PNB,0,clean
59db320a-d02c-4e,UPI0001000941,dr5xyfc4@paytm,172a1c93-d06,gq9cvah7@apl,9226d90b-2a1,126666,2024-03-17T15:08:50,Telangana,Gujarat,SBI,Kotak,0,clean
a7a1b43c-db98-48,UPI0001003703,1yjfe8ud@icici,54c54ed4-726,k7y6qxds@oksbi,368e12fa-90b,118950,2024-03-15T20:59:00,Maharashtra,Telangana,ICICI,BOB,0,clean
a77810f3-f045-48,UPI0001000249,239moft6@axl,0f7c79b6-edf,r94sz2ku@ybl,3c8e10be-1ce,131637,2024-03-16T02:03:42,Karnataka,Telangana,ICICI,Axis,0,clean
d29e74e4-4cf8-43,UPI0001003359,7dia5u6h@ibl,cc9a4f84-3ff,hl88kzru@okaxis,2eca5bfe-dc2,169532,2024-03-18T08:44:57,Gujarat,Gujarat,PNB,ICICI,0,clean
fd133fad-403d-45,UPI0001002047,lfzkicwm@axl,de2ef3f1-ab7,ivrocvit@icici,40e259ef-b8c,82429,2024-03-17T23:20:17,Kerala,Telangana,SBI,BOB,0,clean
c2aaa21a-15f1-43,UPI0001002034,2muljavb@paytm,42174022-e10,wtg1m8xf@ibl,34f68cde-274,71512,2024-03-17T05:42:01,Kerala,Kerala,SBI,HDFC,0,clean
c3c0b043-89ed-4e,UPI0001002755,f6a4fejg@ybl,0ab1b956-6ec,l3zyt91q@oksbi,8cf20348-4b6,126648,2024-03-17T23:40:03,West Bengal,Maharashtra,HDFC,SBI,0,clean
2e4a4106-6b34-45,UPI0001003670,mx3y9rge@axl,10c50102-d01,3o0llj8y@axl,1c00950a-235,139397,2024-03-16T13:56:05,Kerala,Maharashtra,SBI,SBI,0,clean
806ebab1-9513-43,UPI0001000345,0w064w3u@okaxis,815a78a7-e61,c2ihoy7d@paytm,e4f996dd-100,47568,2024-03-16T10:23:25,Maharashtra,Tamil Nadu,SBI,BOB,0,clean
b3f9963e-36ab-4a,UPI0001004057,9ryllwb7@icici,786ee19f-951,2jwoclyt@upi,92c5bab8-7ba,97861,2024-03-17T01:26:52,Gujarat,Telangana,SBI,PNB,0,clean
66abfaa0-e518-4f,UPI0001004206,yc3rwqmm@icici,8b3a52b5-76e,2zdlx1q8@oksbi,bc5d6484-72a,2092,2024-03-18T06:57:52,Tamil Nadu,West Bengal,Kotak,BOB,0,clean
230c096d-5626-47,UPI0001004231,wjeyub19@icici,2328b533-d95,g68a1arr@ybl,93972fa1-bff,78090,2024-03-17T01:23:33,Karnataka,Gujarat,Axis,Kotak,0,clean
cc746c16-5124-45,UPI0001001201,myr06nkw@oksbi,9b3bd143-106,ad7x48wz@ibl,f694d29f-aad,130341,2024-03-16T03:44:57,Maharashtra,Tamil Nadu,BOB,SBI,0,clean
5a6c88b4-1a42-49,UPI0001004489,nfnvuprt@oksbi,1afaa772-d85,w2lm349e@upi,52515f9c-046,67439,2024-03-17T03:36:09,Karnataka,West Bengal,Kotak,Kotak,0,clean
497c462b-6053-49,UPI0001004137,q1rdxck3@icici,ca1e97cd-4e6,4ivsolml@oksbi,3f8344dd-51d,58940,2024-03-16T00:43:55,Telangana,Telangana,HDFC,SBI,0,clean
239e1e9e-b382-4d,UPI0001004564,f5gcl9lc@axl,07d8fa8c-cff,961j88qe@apl,08348a0c-8d8,61046,2024-03-16T14:47:57,Telangana,Telangana,ICICI,Kotak,0,clean
d66f0d71-56f7-40,UPI0001001483,p767j2dg@paytm,291be5ac-6df,fewvznvk@icici,93ff3503-d85,15192,2024-03-17T19:10:45,Maharashtra,Kerala,Kotak,Kotak,0,clean
cb94f9a7-5a92-45,UPI0001004191,so8w5038@okaxis,0a9225e3-208,5ixva1nk@ybl,3f9ee135-4b0,44844,2024-03-18T04:14:39,Karnataka,Tamil Nadu,Axis,ICICI,0,clean
f2c919bf-d4ad-4f,UPI0001001869,et8t63j3@axl,e4ac4b23-0d3,tuw6taq6@upi,409c06a8-91d,106289,2024-03-17T12:21:26,Karnataka,Gujarat,BOB,Axis,0,clean
6b510077-cf72-48,UPI0001002356,i6yuj7yk@icici,f03c391e-8f7,ev361xsn@ybl,253a3b26-f4f,84373,2024-03-16T17:15:30,Tamil Nadu,Gujarat,Kotak,PNB,0,clean
0c0bd26f-c6d6-4f,UPI0001003175,mxb9yo18@apl,59117312-cf3,zrf5a7qy@icici,4b4c4d05-3db,104588,2024-03-16T06:43:36,Gujarat,Gujarat,SBI,PNB,0,clean
712c228e-dafa-44,UPI0001000031,f1t2tala@upi,f0016135-2e5,ir4cowgz@axl,dd7ccb45-d3a,163863,2024-03-15T10:33:28,Uttarakhand,Uttarakhand,BOB,Axis,1,L1→L2
b6441970-6a8b-44,UPI0001001551,2sds8b25@icici,bd9e7438-8f4,7gu0env5@icici,f2e7fec2-ac8,118535,2024-03-18T02:53:49,Telangana,West Bengal,ICICI,Axis,0,clean
b84740d2-d426-4c,UPI0001002145,c7d2kd1p@apl,044bb7dc-666,0ljch2vf@oksbi,cab331dd-0d9,41316,2024-03-16T11:15:00,West Bengal,West Bengal,BOB,Axis,0,clean
fe988a70-0a60-4e,UPI0001000163,p7r1m264@ibl,61dacc37-3af,03o4gkww@paytm,a371a87c-ef1,29787,2024-03-15T19:31:49,Kerala,Gujarat,Axis,PNB,0,clean
eaa8b73b-b38e-45,UPI0001003333,wwnc21o0@upi,0d6872fa-a63,95g3v23g@icici,87088df9-723,85412,2024-03-17T14:42:12,Kerala,Kerala,Axis,ICICI,0,clean
ad722379-7dd5-4e,UPI0001001362,sb5iqnf7@ybl,ffdb076f-e40,ch8jwwdx@oksbi,b6a72442-d1f,44886,2024-03-16T23:28:16,Gujarat,West Bengal,Kotak,HDFC,0,clean
0f4b4c62-41b0-45,UPI0001004130,au9dkbpv@upi,60186fb8-833,5hcbbmhn@axl,d47e844a-967,38135,2024-03-17T22:01:42,Tamil Nadu,Karnataka,PNB,Kotak,0,clean
9cd77cb7-f244-49,UPI0001001206,nn8ztv05@ibl,b38f2bd8-1fb,9t199dxj@ybl,95e891ca-aea,6963,2024-03-18T02:58:25,Karnataka,West Bengal,BOB,BOB,0,clean
22ac4fe0-b69b-4f,UPI0001000987,9bp4m18o@upi,2e0f0c6a-2ee,o119xp9n@apl,84e5cbf1-b6a,94954,2024-03-17T17:32:57,Gujarat,Maharashtra,SBI,Axis,0,clean
330ce2a1-7a5e-46,UPI0001002832,mxb9yo18@apl,59117312-cf3,5e5iz31y@axl,9bc82871-9c1,191656,2024-03-15T17:05:12,Gujarat,Maharashtra,SBI,HDFC,0,clean
cdda9de8-7f3b-49,UPI0001004337,ph6fe0mp@oksbi,a9ee26ae-49a,93wxa73j@oksbi,dd8493a4-c29,52951,2024-03-15T18:29:12,Gujarat,Kerala,HDFC,ICICI,0,clean
f0db4da6-bae4-4b,UPI0001000782,zbffzzdv@okaxis,7664c07f-020,eaxylnfx@paytm,17fca863-f60,47669,2024-03-15T11:05:28,Maharashtra,Kerala,SBI,ICICI,0,clean
ec9ded0b-60ea-48,UPI0001001138,asifpwio@ibl,66abea7e-d1b,o83rlkte@axl,d9bc569f-b59,46806,2024-03-16T22:03:38,Kerala,Kerala,Kotak,BOB,0,clean
2a392cf2-5270-4e,UPI0001002813,w6lqwlvu@upi,dec88820-146,nmby49e7@ibl,68a8ef6f-279,49297,2024-03-15T13:50:11,Maharashtra,Kerala,BOB,Axis,0,clean
e5ee76b2-11b5-41,UPI0001000200,0w064w3u@okaxis,815a78a7-e61,jdm5fc79@upi,a083e671-4cd,129016,2024-03-18T02:46:34,Maharashtra,Maharashtra,SBI,Kotak,0,clean
9444f092-6ec6-43,UPI0001001539,td44k1j6@oksbi,e33499ff-738,48c1cqg4@apl,88ccb91c-dbb,62145,2024-03-17T09:53:21,Maharashtra,Tamil Nadu,BOB,BOB,0,clean
9d51aad6-b5af-4e,UPI0001003183,adf7pchc@ybl,abb0956f-413,kns832ej@axl,1d7f27e2-928,44590,2024-03-15T13:55:45,Gujarat,West Bengal,PNB,BOB,0,clean
79b6d609-aae9-43,UPI0001002018,ad7x48wz@ibl,f694d29f-aad,95g3v23g@icici,87088df9-723,66473,2024-03-16T23:18:10,Tamil Nadu,Kerala,SBI,ICICI,0,clean
b1e2381c-c575-40,UPI0001000282,al8m1g9f@paytm,f6b9e535-824,tx63cfl0@paytm,ac541769-490,105628,2024-03-17T17:08:16,Maharashtra,Tamil Nadu,BOB,Axis,0,clean
b67f02eb-c4aa-44,UPI0001001877,1n13jcat@upi,cb737bb3-638,zmf8mdd4@paytm,d6a9a633-5ca,86184,2024-03-17T11:49:01,Maharashtra,Tamil Nadu,HDFC,BOB,0,clean
be8df552-dbad-41,UPI0001002213,yv3lxchf@ybl,05438732-9d3,sxlul6lg@paytm,0d49bdb5-2c0,85477,2024-03-16T17:06:12,Tamil Nadu,Tamil Nadu,BOB,Kotak,0,clean
f5cddd19-c968-4d,UPI0001004010,irym81cm@oksbi,4956140d-046,5rdoqivb@paytm,dfee9bf2-48b,68580,2024-03-15T10:52:50,Tamil Nadu,Telangana,PNB,Axis,0,clean
c2b9e421-1ff9-4c,UPI0001002276,xlez896d@apl,1f77ec31-a37,zzqy72wx@okaxis,5d610321-34c,123463,2024-03-16T06:24:08,Telangana,Maharashtra,Kotak,Axis,0,clean
91629d14-22a2-4c,UPI0001002612,7dia5u6h@ibl,cc9a4f84-3ff,kek4aegv@oksbi,6fca54c3-692,46508,2024-03-16T13:46:57,Gujarat,West Bengal,PNB,PNB,0,clean
b4aac765-0c58-41,UPI0001004703,ga0x7zcg@ibl,15bb3739-991,vgww4fyb@ibl,baf6a88b-8a5,40895,2024-03-16T23:42:56,Karnataka,Tamil Nadu,SBI,HDFC,0,clean
3945fa5b-8092-4d,UPI0001000421,xoq2vpgs@icici,3e35461b-eca,2lhgcsot@ibl,f3952d16-235,174962,2024-03-18T07:24:38,Karnataka,Tamil Nadu,BOB,ICICI,0,clean
01583da2-527f-44,UPI0001000151,x1gm32wp@okaxis,56954669-560,s43c5ba7@upi,6a3a3aa8-5af,3881,2024-03-16T04:03:18,Kerala,Karnataka,HDFC,Kotak,0,clean
ebcecc14-b626-49,UPI0001002395,dz4x1zhq@okaxis,d5b7dcd0-c5f,091c795r@upi,e21f0d08-204,1372,2024-03-16T16:34:49,Telangana,Karnataka,Axis,BOB,0,clean
264f0439-9fb1-41,UPI0001004690,5p5nvqeb@ibl,ba39ac93-7b7,pdtz91x7@oksbi,676d9892-38a,164362,2024-03-17T08:41:39,Gujarat,Gujarat,Axis,SBI,0,clean
542ece91-9b7f-45,UPI0001001256,dje153a5@axl,ebe017d3-bb6,pkyrybov@ybl,4f1e5710-28e,54038,2024-03-18T09:22:46,Telangana,Maharashtra,Axis,HDFC,0,clean
2da03853-650c-45,UPI0001004755,0me8f840@apl,d2acd40e-25c,8xg8y72i@oksbi,958464e8-619,155604,2024-03-15T22:43:58,Maharashtra,Gujarat,BOB,Axis,0,clean
f4e73276-6b4a-4d,UPI0001000871,961j88qe@apl,08348a0c-8d8,7dia5u6h@ibl,cc9a4f84-3ff,113459,2024-03-16T09:46:31,Telangana,Gujarat,Kotak,PNB,0,clean
bcef8300-160f-4c,UPI0001003545,ymk99jcj@apl,c716a5a8-fe4,x4sn6sm5@axl,b28fc016-34a,751,2024-03-15T16:20:24,Maharashtra,Kerala,BOB,BOB,0,clean
a2fe4639-1fae-4a,UPI0001001597,os6zle6k@okaxis,eafa0ae5-1d9,0q0mftg6@ybl,1c02f161-954,95704,2024-03-16T00:12:56,Karnataka,Gujarat,HDFC,Kotak,0,clean
d3994e6c-c564-4c,UPI0001004824,2zdlx1q8@oksbi,bc5d6484-72a,2zbppfo5@upi,c3f5b069-37e,98038,2024-03-17T02:14:49,West Bengal,Maharashtra,BOB,Kotak,0,clean
f2085c27-7223-4c,UPI0001001987,qzsa7yvd@axl,3c3a17d9-186,2zdlx1q8@oksbi,bc5d6484-72a,6645,2024-03-18T00:50:57,Tamil Nadu,West Bengal,SBI,BOB,0,clean
241035ce-d001-47,UPI0001004478,t0mq8abk@ybl,9638e7a0-a3a,fewvznvk@icici,93ff3503-d85,13789,2024-03-18T07:33:36,West Bengal,Kerala,Kotak,Kotak,0,clean
f9a594f7-d95c-4a,UPI0001001087,ejzhyapd@icici,fc2bbd6e-bd4,w2lm349e@upi,52515f9c-046,98531,2024-03-15T18:58:10,Telangana,West Bengal,ICICI,Kotak,0,clean
5417a2ac-8efd-44,UPI0001003718,14ve92mp@upi,3be433cf-adf,wusxlmt2@axl,cdd27bc1-dc1,189744,2024-03-17T22:17:00,Gujarat,Gujarat,SBI,ICICI,0,clean
82ad3408-cfec-42,UPI0001004292,la100qxm@ibl,b9b04561-3db,3dd03uvu@upi,cf3db828-3cc,149498,2024-03-18T08:28:52,Telangana,Tamil Nadu,BOB,PNB,0,clean
6c8928c5-740a-43,UPI0001001732,t0mq8abk@ybl,9638e7a0-a3a,vgox22in@okaxis,9d6a6b21-955,105438,2024-03-15T22:52:23,West Bengal,Kerala,Kotak,Axis,0,clean
